Keith Boyce ,8,4,0,57,34,14.25,77,74.02,0,0,5,0,0,0
Maurice Foster ,2,1,0,25,25,25.00,62,40.32,0,0,4,0,0,0
Roy Fredericks ,12,12,0,311,105,25.91,440,70.68,1,1,,4,0,<b>First-class</b>
Lance Gibbs ,3,1,1,0,0*,-,0,-,0,0,0,0,0,0
Vanburn Holder ,12,6,1,64,30,12.80,85,75.29,0,0,4,2,6,0
Bernard Julien ,12,8,2,86,26*,14.33,148,58.10,0,0,,4,0,<b>First-class</b>
Alvin Kallicharran ,31,28,4,826,78,34.41,1329,62.15,0,6,,8,0,<b>First-class</b>
Rohan Kanhai ,7,5,2,164,55,54.66,273,60.07,0,2,19,1,4,0
Clive Lloyd ,87,69,19,1977,102,39.54,2434,81.22,1,11,,39,0,<b>First-class</b>
Deryck Murray ,26,17,5,294,61*,24.50,468,62.82,0,2,,37,1,<b>First-class</b>
Sir Garry Sobers ,1,1,0,0,0,0.00,6,0.00,0,0,0,0,1,0
Ron Headley ,1,1,0,19,19,19.00,41,46.34,0,0,2,0,0,0
David Murray ,10,7,2,45,35,9.00,131,34.35,0,0,6,0,16,0
Sir Viv Richards ,187,167,24,6721,189*,47.00,7451,90.20,11,45,,100,0,<b>First-class</b>
Andy Roberts ,56,32,9,231,37*,10.04,357,64.70,0,0,,6,0,<b>First-class</b>
Gordon Greenidge ,128,127,13,5134,133*,45.03,7908,64.92,11,31,,45,0,<b>First-class</b>
Lawrence Rowe ,11,8,0,136,60,17.00,244,55.73,0,1,0,2,0,<b>First-class</b>
Michael Holding ,102,42,11,282,64,9.09,377,74.80,0,2,,30,0,<b>First-class</b>
Collis King ,18,14,2,280,86,23.33,267,104.86,0,1,,6,0,<b>First-class</b>
Colin Croft ,19,6,4,18,8,9.00,38,47.36,0,0,1,0,1,0
Joel Garner ,98,41,15,239,37,9.19,360,66.38,0,0,,30,0,<b>First-class</b>
Richard Austin ,1,1,0,8,8,8.00,13,61.53,0,0,0,0,0,0
Faoud Bacchus ,29,26,3,612,80*,26.60,928,65.94,0,3,,10,0,<b>First-class</b>
Wayne Daniel ,18,5,4,49,16*,49.00,56,87.50,0,0,4,0,5,0
Desmond Haynes ,238,237,28,8648,152*,41.37,13707,63.09,17,57,,59,0,<b>First-class</b>
Irvine Shillingford ,2,2,0,30,24,15.00,38,78.94,0,0,4,0,2,0
Sylvester Clarke ,10,8,2,60,20,10.00,58,103.44,0,0,3,3,4,0
Larry Gomes ,83,64,15,1415,101,28.87,2578,54.88,1,6,,14,0,<b>First-class</b>
Alvin Greenidge ,1,1,0,23,23,23.00,33,69.69,0,0,4,0,0,0
Derick Parry ,6,5,1,61,32,15.25,77,79.22,0,0,,8,0,<b>First-class</b>
Norbert Phillip ,1,1,0,0,0,0.00,5,0.00,0,0,0,0,0,0
Sew Shivnarine ,1,1,1,20,20*,-,43,46.51,0,0,1,0,0,0
Malcolm Marshall ,136,83,19,955,66,14.92,1246,76.64,0,2,,15,0,<b>First-class</b>
Milton Pydanna ,3,1,1,2,2*,-,3,66.66,0,0,0,0,2,1
Everton Mattis ,2,2,0,86,62,43.00,190,45.26,0,1,6,0,2,0
Jeff Dujon ,169,120,36,1945,82*,23.15,2881,67.51,0,6,,183,21,<b>First-class</b>
Gus Logie ,158,133,36,2809,109*,28.95,3801,73.90,1,14,,61,0,<b>First-class</b>
Winston Davis ,35,5,3,28,10,14.00,53,52.83,0,0,1,0,1,0
Eldine Baptiste ,43,16,4,184,31,15.33,241,76.34,0,0,0,14,0,<b>First-class</b>
Roger Harper ,105,73,20,855,45*,16.13,1162,73.58,0,0,53,18,55,0
Richie Richardson ,224,217,30,6248,122,33.41,9801,63.74,5,44,,75,0,<b>First-class</b>
Richard Gabriel ,11,11,0,167,41,15.18,360,46.38,0,0,16,3,1,0
Milton Small ,2,-,-,-,-,-,-,-,-,-,-,-,1,0
Thelston Payne ,7,4,0,126,60,31.50,240,52.50,0,1,11,0,6,0
Courtney Walsh ,205,79,33,321,30,6.97,451,71.17,0,0,,,27,0
Tony Gray ,25,11,5,51,10*,8.50,77,66.23,0,0,4,0,3,0
Patrick Patterson ,59,20,15,44,13*,8.80,101,43.56,0,0,1,1,9,0
Carlisle Best ,24,23,4,473,100,24.89,690,68.55,1,2,,,5,0
Winston Benjamin ,85,52,12,298,31,7.45,406,73.39,0,0,,,16,0
Carl Hooper ,227,206,43,5761,113*,35.34,7517,76.63,7,29,409,65,120,0
Phil Simmons ,143,138,11,3675,122,28.93,5407,67.96,5,18,,55,0,<b>First-class</b>
David Williams ,36,23,7,147,32*,9.18,242,60.74,0,0,11,0,35,10
Curtly Ambrose ,176,96,36,639,31*,10.65,985,64.87,0,0,39,10,45,0
Ian Bishop ,84,44,19,405,33*,16.20,776,52.19,0,0,14,5,12,0
Keith Arthurton ,105,93,20,1904,84,26.08,2822,67.46,0,9,132,19,27,0
Robert Haynes ,8,6,1,26,18,5.20,66,39.39,0,0,1,0,5,0
Ezra Moseley ,9,6,2,7,2*,1.75,15,46.66,0,0,0,0,0,0
Clayton Lambert ,12,12,0,407,119,33.91,540,75.37,1,2,45,7,0,0
Brian Lara ,299,289,32,10405,169,40.48,13086,79.51,19,63,,,120,0
Anderson Cummins ,76,49,13,486,44*,13.50,586,82.93,0,0,33,5,14,0
Philo Wallace ,33,33,0,701,103,21.24,1151,60.90,1,2,81,14,11,0
Kenny Benjamin ,26,13,7,65,17,10.83,80,81.25,0,0,3,0,4,0
Junior Murray ,55,36,6,678,86,22.60,929,72.98,0,5,63,6,46,7
Jimmy Adams ,127,105,28,2204,82,28.62,3614,60.98,0,14,148,3,68,5
Roland Holder ,37,31,6,599,65,23.96,876,68.37,0,2,35,3,8,0
Shivnarine Chanderpaul ,268,251,40,8778,150,41.60,12408,70.74,11,59,722,85,73,0
Cameron Cuffy ,41,22,8,62,17*,4.42,125,49.60,0,0,3,1,5,0
Stuart Williams ,57,55,6,1586,105*,32.36,2402,66.02,1,12,177,12,18,0
Barrington Browne ,4,3,2,8,8*,8.00,24,33.33,0,0,0,0,0,0
Sherwin Campbell ,90,87,0,2283,105,26.24,3853,59.25,2,14,207,7,23,0
Rajindra Dhanraj ,6,2,1,8,8,8.00,32,25.00,0,0,0,0,1,0
Vasbert Drakes ,34,17,5,94,25,7.83,174,54.02,0,0,6,0,5,0
Ottis Gibson ,15,11,1,141,52,14.10,138,102.17,0,1,10,3,3,0
Hamish Anthony ,3,3,0,23,21,7.66,22,104.54,0,0,0,2,0,0
Courtney Browne ,46,32,8,415,46*,17.29,590,70.33,0,0,27,5,59,9
Ridley Jacobs ,147,112,32,1865,80*,23.31,2662,70.06,0,9,118,27,160,29
Laurie Williams ,15,13,2,124,41,11.27,186,66.66,0,0,10,0,8,0
Nixon McLean ,45,34,8,314,50*,12.07,383,81.98,0,1,26,7,8,0
Robert Samuels ,8,5,2,54,36*,18.00,63,85.71,0,0,5,1,1,0
Adrian Griffith ,9,8,1,99,47,14.14,177,55.93,0,0,5,1,5,0
Patterson Thompson ,2,1,0,2,2,2.00,7,28.57,0,0,0,0,0,0
Franklyn Rose ,27,23,5,217,30,12.05,265,81.88,0,0,15,6,6,0
Dinanath Ramnarine ,4,3,0,5,2,1.66,13,38.46,0,0,0,0,0,0
Floyd Reifer ,8,8,0,117,40,14.62,229,51.09,0,0,10,2,3,0
Rawl Lewis ,28,21,5,291,49,18.18,367,79.29,0,0,14,10,7,0
Mervyn Dillon ,108,51,20,227,21*,7.32,411,55.23,0,0,11,3,20,0
Neil McGarrell ,17,10,2,60,19,7.50,98,61.22,0,0,3,1,9,0
Carl Tuckett ,1,-,-,-,-,-,-,-,-,-,-,-,0,0
Reon King ,50,23,14,65,12*,7.22,203,32.01,0,0,1,0,4,0
Keith Semple ,7,6,0,64,23,10.66,165,38.78,0,0,3,1,2,0
Daren Ganga ,35,34,1,843,71,25.54,1414,59.61,0,9,69,7,11,0
Hendy Bryan ,15,8,2,43,11,7.16,71,60.56,0,0,4,0,4,0
Nehemiah Perry ,21,16,8,212,52*,26.50,340,62.35,0,1,12,0,4,0
Ricardo Powell ,109,100,16,2085,124,24.82,2157,96.66,1,8,185,75,43,0
Wavell Hinds ,119,111,10,2880,127*,28.51,4393,65.55,5,14,261,50,29,0
Corey Collymore ,84,35,17,104,13*,5.77,261,39.84,0,0,5,2,12,0
Chris Gayle ,255,250,17,8743,153*,37.52,10380,84.22,21,45,1009,204,108,0
Pedro Collins ,30,12,5,30,10*,4.28,50,60.00,0,0,1,0,8,0
Sylvester Joseph ,13,11,1,161,58,16.10,302,53.31,0,1,11,2,4,0
Mahendra Nagamootoo ,24,18,6,162,33,13.50,270,60.00,0,0,17,1,6,0
Ramnaresh Sarwan ,181,169,33,5804,120*,42.67,7663,75.74,5,38,480,58,45,0
Kerry Jeremy ,6,4,2,17,8*,8.50,42,40.47,0,0,2,0,0,0
Marlon Samuels ,157,147,22,3902,126,31.21,5360,72.79,5,23,385,69,43,0
Marlon Black ,5,2,0,4,4,2.00,14,28.57,0,0,1,0,0,0
Colin Stuart ,5,1,1,3,3*,-,13,23.07,0,0,0,0,1,0
Leon Garrick ,3,3,0,99,76,33.00,204,48.52,0,1,8,0,0,0
Jermaine Lawson ,13,5,2,18,8,6.00,16,112.50,0,0,2,0,0,0
Darrel Brown ,3,2,1,10,9,10.00,20,50.00,0,0,0,1,0,0
Ryan Hinds ,14,9,3,101,18*,16.83,170,59.41,0,0,11,0,2,0
Runako Morton ,56,51,6,1519,110*,33.75,2289,66.36,2,10,123,15,20,0
Daren Powell ,55,25,3,118,48*,5.36,164,71.95,0,0,4,5,13,0
Omari Banks ,5,5,0,83,33,16.60,149,55.70,0,0,3,2,0,0
Carlton Baugh ,47,35,11,482,49,20.08,719,67.03,0,0,37,7,39,12
Devon Smith ,47,45,2,1059,107,24.62,1506,70.31,1,5,110,9,13,0
Ryan Hurley ,9,4,0,13,6,3.25,32,40.62,0,0,0,0,5,0
David Bernard ,20,12,2,141,38,14.10,219,64.38,0,0,10,0,7,0
Jerome Taylor ,66,30,7,204,43*,8.86,227,89.86,0,0,21,4,17,0
Ravi Rampaul ,82,35,8,342,86*,12.66,449,76.16,0,1,32,12,12,0
Fidel Edwards ,50,22,14,73,13,9.12,160,45.62,0,0,5,0,4,0
Dwayne Smith ,87,71,5,1102,68,16.69,1175,93.78,0,5,88,52,27,0
Dwayne Bravo ,154,131,22,2758,112*,25.30,3358,82.13,2,9,216,56,68,0
Ian Bradshaw ,62,34,11,287,37,12.47,480,59.79,0,0,18,4,6,0
Tino Best ,26,16,8,76,24,9.50,125,60.80,0,0,7,0,4,0
Darren Sammy ,107,88,27,1461,84,23.95,1442,101.31,0,6,105,70,58,0
Xavier Marshall ,24,24,3,375,157*,17.85,545,68.80,1,0,38,13,9,0
Narsingh Deonarine ,29,27,3,629,65*,26.20,912,68.96,0,4,50,8,8,0
Denesh Ramdin ,105,78,20,1173,96,20.22,1565,74.95,0,3,95,3,137,6
Deighton Butler ,5,4,3,25,13*,25.00,34,73.52,0,0,4,0,0,0
Ryan Ramdass ,1,1,0,1,1,1.00,9,11.11,0,0,0,0,0,0
Sewnarine Chattergoon ,18,17,2,370,54*,24.66,615,60.16,0,2,54,3,6,0
Dave Mohammed ,7,1,1,0,0*,-,2,0.00,0,0,0,0,1,0
Lendl Simmons ,55,54,3,1588,122,31.13,2221,71.49,1,13,131,40,25,0
Rayad Emrit ,2,2,1,13,13,13.00,35,37.14,0,0,1,0,1,0
Kieron Pollard ,85,79,4,1869,119,24.92,1998,93.54,3,6,123,87,45,0
Austin Richards ,1,1,0,2,2,2.00,2,100.00,0,0,0,0,1,0
Brenton Parchment ,7,7,0,122,48,17.42,217,56.22,0,0,16,1,0,0
Patrick Browne ,5,5,1,134,49*,33.50,179,74.86,0,0,7,6,2,0
Sulieman Benn ,25,16,2,109,31,7.78,151,72.18,0,0,10,1,1,0
Andre Fletcher ,15,15,0,256,54,17.06,365,70.13,0,2,30,5,5,3
Shawn Findlay ,9,8,1,146,59*,20.85,194,75.25,0,1,14,5,5,0
Nikita Miller ,42,24,11,252,51,19.38,288,87.50,0,1,21,4,14,0
Leon Johnson ,3,3,0,79,51,26.33,114,69.29,0,1,8,1,0,0
Brendan Nash ,9,7,3,104,39*,26.00,141,73.75,0,0,11,1,1,0
Kemar Roach ,61,41,25,216,34,13.50,414,52.17,0,0,17,3,14,0
Lionel Baker ,10,4,2,13,11*,6.50,23,56.52,0,0,2,0,1,0
Darren Bravo ,69,66,9,1861,100*,32.64,2633,70.67,1,15,162,34,23,0
Travis Dowlin ,11,11,2,228,100*,25.33,348,65.51,1,1,20,1,2,0
Nelon Pascal ,1,1,0,0,0,0.00,1,0.00,0,0,0,0,0,0
Dale Richards ,8,7,0,179,59,25.57,251,71.31,0,2,21,3,5,0
Devon Thomas ,21,19,2,238,37,14.00,364,65.38,0,0,19,2,23,6
Gavin Tonge ,5,4,2,10,5,5.00,16,62.50,0,0,1,0,0,0
Kieran Powell ,24,24,0,693,83,28.87,836,82.89,0,6,83,11,7,0
Chadwick Walton ,5,4,0,17,17,4.25,30,56.66,0,0,1,0,6,1
Royston Crandon ,1,1,0,5,5,5.00,9,55.55,0,0,1,0,0,0
Adrian Barath ,14,14,1,394,113,30.30,612,64.37,1,1,43,3,3,0
Andre Russell ,35,28,6,666,92*,30.27,556,119.78,0,3,62,30,7,0
Devendra Bishoo ,13,7,2,10,6*,2.00,26,38.46,0,0,2,0,2,0
Kirk Edwards ,11,11,2,300,123*,33.33,406,73.89,1,0,22,7,0,0
Anthony Martin ,9,6,5,10,4*,10.00,29,34.48,0,0,0,0,3,0
Danza Hyatt ,9,9,1,112,39,14.00,188,59.57,0,0,8,6,1,0
Carlos Brathwaite ,1,1,0,11,11,11.00,20,55.00,0,0,1,0,0,0
Sunil Narine ,46,30,6,258,36,10.75,335,77.01,0,0,24,8,9,0
Jason Mohammed ,1,1,0,2,2,2.00,21,9.52,0,0,0,0,0,0
Johnson Charles ,30,30,0,869,130,28.96,1080,80.46,2,2,95,22,19,1
Veerasammy Permaul ,6,3,1,11,10,5.50,21,52.38,0,0,1,0,0,0
Jason Holder ,15,8,2,68,19*,11.33,102,66.66,0,0,6,1,4,0
